TransactionAmount,TransactionType,Location,Channel,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,CustomerOccupation
304.75,Credit,Austin,Branch,78,125,1,1916.34,Retired
201.53,Debit,Tucson,Online,68,287,1,2732.86,Retired
8.45,Debit,Philadelphia,ATM,22,141,1,1115.3,Student
435.98,Debit,Mesa,Branch,30,105,1,7334.08,Engineer
743.24,Credit,Indianapolis,Online,19,109,1,1024.19,Student
16.27,Debit,Atlanta,ATM,57,44,1,10971.32,Doctor
290.86,Debit,Louisville,Online,45,36,1,14631.88,Doctor
85.73,Debit,Virginia Beach,ATM,41,266,1,14928.35,Doctor
555.71,Credit,Boston,Branch,22,73,1,830.37,Student
40.03,Debit,Omaha,Branch,23,200,1,6408.8,Student
73.01,Credit,Milwaukee,Online,25,62,1,1997.33,Student
346.12,Debit,San Francisco,Branch,44,12,1,13084.27,Doctor
1.93,Debit,Chicago,Branch,47,175,5,5684.09,Doctor
252.93,Debit,Portland,ATM,75,222,1,2760.37,Retired
238.54,Debit,Indianapolis,ATM,19,12,4,868.91,Student
1011.22,Debit,Tucson,Branch,61,129,1,5838.91,Retired
58.7,Debit,New York,Branch,67,141,1,8937.35,Doctor
7.56,Debit,Milwaukee,ATM,40,145,1,8528.72,Doctor
540.4,Debit,Houston,Branch,45,272,1,425.77,Doctor
264.14,Debit,Baltimore,ATM,64,125,1,8459.26,Doctor
248.15,Debit,Milwaukee,ATM,75,202,1,2649.23,Retired
24.34,Debit,Raleigh,Branch,54,110,1,6659.12,Engineer
428.61,Debit,Fort Worth,ATM,66,62,1,11937.04,Doctor
117.66,Credit,Memphis,Branch,39,126,1,6794.17,Doctor
165.8,Debit,Nashville,Online,60,287,1,2064.76,Engineer
289.18,Debit,Baltimore,ATM,65,64,1,3139.75,Retired
125.39,Debit,Los Angeles,ATM,21,140,1,202.69,Student
305.18,Debit,Chicago,Online,58,216,1,4474.2,Retired
506.9,Credit,Houston,Branch,64,56,1,11471.87,Doctor
504.12,Credit,Baltimore,Branch,25,101,1,1107.28,Student
42.09,Debit,Denver,Branch,29,118,1,5526.28,Engineer
607.28,Debit,Baltimore,ATM,32,84,1,9679.68,Doctor
91.9,Debit,Chicago,Online,77,125,1,1033.94,Retired
303.43,Debit,Virginia Beach,Branch,22,30,1,1833.24,Student
668.78,Debit,Mesa,ATM,20,141,1,983.68,Student
270.54,Credit,Sacramento,ATM,20,139,1,269.78,Student
247.93,Debit,Indianapolis,Branch,37,79,1,9801.48,Engineer
34.67,Debit,Chicago,Online,19,71,1,888.6,Student
326.03,Credit,New York,Online,18,137,1,290.24,Student
148.26,Debit,Omaha,ATM,25,57,1,958.7,Student
1086.6,Debit,San Diego,Online,19,38,1,1605.67,Student
373.99,Debit,Sacramento,ATM,60,140,1,8590.5,Doctor
254.34,Debit,El Paso,Online,49,79,1,5461.08,Engineer
819.48,Debit,Virginia Beach,ATM,25,26,1,1804.5,Student
14,Debit,San Antonio,ATM,49,173,1,7975.18,Engineer
57.16,Debit,Columbus,ATM,40,74,1,222.22,Engineer
282.26,Debit,Memphis,Online,37,278,1,6857.2,Engineer
46.96,Debit,Las Vegas,Online,46,12,1,2028.92,Engineer
473.2,Debit,Houston,Online,34,173,1,248.52,Doctor
192.97,Debit,Sacramento,ATM,59,140,1,3019.04,Retired
168.99,Debit,Baltimore,ATM,18,203,1,1523.57,Student
1.82,Debit,San Francisco,Online,80,60,1,5571.39,Retired
40.9,Debit,Charlotte,ATM,55,37,1,1514.34,Doctor
78.91,Debit,Sacramento,Online,61,157,1,1817.43,Doctor
169.97,Credit,San Diego,ATM,22,12,1,6269.12,Student
17.79,Debit,Jacksonville,Branch,61,162,5,2281.9,Retired
486.61,Credit,Sacramento,ATM,48,130,1,2006.69,Engineer
148.13,Debit,Phoenix,Branch,58,56,1,2189.38,Retired
164.52,Debit,Dallas,ATM,61,162,1,11036.74,Doctor
720.89,Debit,Indianapolis,ATM,27,120,1,447.06,Student
268.7,Debit,Milwaukee,ATM,53,63,1,2104.74,Retired
637.34,Debit,Indianapolis,ATM,51,278,1,5183.5,Retired
216.76,Credit,Omaha,Online,47,138,1,643.64,Engineer
418.02,Debit,Los Angeles,ATM,46,110,1,11011.86,Doctor
292.03,Credit,Memphis,ATM,46,154,1,951.33,Engineer
251.4,Debit,Tucson,ATM,57,178,1,2561.67,Retired
184.56,Debit,Virginia Beach,Online,21,93,1,1549.27,Student
33.76,Debit,Seattle,Online,26,227,1,3253.51,Engineer
253.46,Debit,Memphis,ATM,45,60,1,1338.95,Engineer
1612.37,Debit,Los Angeles,ATM,65,173,1,3910.59,Retired
138.68,Credit,Colorado Springs,Branch,22,44,1,206.2,Student
42.56,Debit,Fresno,Online,18,146,1,4361.44,Student
680.76,Debit,Kansas City,Branch,21,165,1,572.97,Student
53.83,Debit,Baltimore,Branch,70,131,1,4580.59,Retired
11.09,Debit,Charlotte,Branch,51,95,1,2990.05,Engineer
37.81,Debit,Colorado Springs,Branch,63,195,1,5208.98,Retired
449.18,Debit,Denver,Online,67,50,1,1025.99,Retired
1135.8,Debit,San Diego,ATM,30,250,1,13534.3,Doctor
297.6,Debit,Milwaukee,Online,39,162,1,1461.17,Doctor
683.75,Debit,Las Vegas,Branch,32,106,1,6333.72,Doctor
21.4,Credit,Kansas City,Online,48,129,1,8551.6,Engineer
315.94,Debit,Omaha,ATM,78,93,1,4273.99,Retired
331.32,Debit,Sacramento,Branch,61,137,5,13054.54,Doctor
223.76,Credit,Boston,Branch,74,110,1,4102.23,Retired
216.03,Debit,Boston,ATM,42,300,1,10462.77,Doctor
17.42,Debit,Dallas,ATM,74,150,1,6851.31,Retired
491.91,Debit,Milwaukee,Online,78,155,1,2421.94,Retired
350.11,Credit,Raleigh,Online,74,178,1,4639.04,Retired
218.07,Debit,Austin,Branch,23,243,1,443.62,Student
291.09,Debit,El Paso,Branch,48,73,1,6312.79,Engineer
422.14,Credit,Albuquerque,Branch,26,109,1,1436.32,Student
613.21,Debit,Tucson,ATM,61,157,1,3279.12,Retired
73.83,Debit,Las Vegas,Online,69,69,1,6020.29,Doctor
67.33,Debit,Detroit,Online,59,36,1,5925.98,Engineer
26.92,Debit,Indianapolis,ATM,62,43,1,1674.94,Retired
18.3,Debit,Mesa,Online,48,155,1,3733.52,Engineer
317.94,Debit,Los Angeles,ATM,54,124,1,2996.51,Engineer
179.38,Debit,Mesa,Online,40,173,1,11666.18,Doctor
918.95,Debit,Seattle,Online,68,139,1,7006.46,Doctor
13.92,Debit,Los Angeles,ATM,37,209,1,2735.84,Engineer
365.43,Debit,Portland,ATM,25,176,1,1073.51,Student
263.59,Debit,Dallas,Branch,71,16,1,6996.35,Retired
54.8,Debit,Albuquerque,Branch,34,140,1,4943.49,Engineer
141.49,Debit,Baltimore,Online,24,75,1,1665.58,Student
31.39,Debit,Tucson,ATM,20,15,1,998.49,Student
93.82,Debit,San Diego,Online,39,176,1,8422.06,Engineer
5.71,Debit,Tucson,Branch,21,106,1,1285.42,Student
178.39,Debit,Tucson,Online,34,98,1,8469.43,Engineer
126.91,Debit,Kansas City,ATM,22,42,1,692.69,Student
36.09,Debit,Columbus,Branch,53,167,1,12319.26,Doctor
91.77,Debit,Omaha,Branch,51,174,1,9240.73,Doctor
198.92,Debit,Milwaukee,Online,36,100,1,2854.66,Engineer
137.81,Debit,Detroit,Branch,58,44,1,2631.47,Engineer
136.88,Credit,Memphis,Branch,24,71,1,7465.95,Student
133.07,Debit,Sacramento,Branch,21,155,1,1670.99,Student
1.14,Debit,Indianapolis,Branch,43,137,1,13913.92,Doctor
256.34,Debit,Kansas City,Branch,69,99,1,7471.63,Retired
56.11,Debit,Boston,Branch,36,109,1,11123.65,Doctor
118.1,Debit,Fort Worth,ATM,50,50,1,7976.6,Engineer
137.86,Credit,Sacramento,Online,66,120,1,8046.94,Doctor
813.78,Credit,Atlanta,ATM,54,55,1,14935.5,Doctor
237.97,Debit,Columbus,ATM,69,69,1,13486.15,Doctor
684.96,Debit,Mesa,ATM,21,31,1,526.67,Student
878.63,Debit,Columbus,ATM,60,139,1,4954.37,Engineer
276.56,Debit,Austin,Branch,68,15,1,8942.58,Doctor
8.75,Debit,Louisville,ATM,79,199,1,4044.62,Retired
637.48,Debit,Colorado Springs,Online,65,207,1,4148.85,Retired
103.15,Debit,San Diego,Branch,51,179,1,11388.15,Doctor
505.6,Debit,Denver,Branch,52,183,1,5347.57,Retired
371.86,Debit,Miami,ATM,46,91,1,1329.45,Doctor
14.26,Debit,Virginia Beach,Branch,50,37,1,2475.65,Engineer
13.16,Debit,Mesa,Branch,43,98,1,1019.46,Engineer
167.92,Debit,Memphis,ATM,40,136,2,14321.73,Doctor
73.01,Debit,Houston,ATM,56,101,1,2833.12,Retired
201.5,Credit,Dallas,Online,61,196,1,12148.32,Doctor
150.3,Debit,Las Vegas,Online,41,204,1,14371.08,Doctor
23.7,Debit,San Francisco,ATM,46,32,1,7947.44,Doctor
49.59,Debit,Boston,Branch,48,147,1,6037.03,Engineer
720.13,Credit,Omaha,ATM,22,96,1,387.02,Student
134.92,Debit,Los Angeles,Online,19,101,1,1081.97,Student
116.97,Debit,Oklahoma City,ATM,18,299,1,729.7,Student
11.06,Debit,Colorado Springs,ATM,34,13,3,2782.21,Engineer
88.29,Credit,Houston,Online,50,287,1,5245.93,Engineer
5.81,Debit,Houston,ATM,25,222,1,1290.95,Student
103.48,Debit,Baltimore,ATM,32,33,1,6494.25,Engineer
156.74,Debit,Oklahoma City,ATM,70,136,1,4004.35,Retired
505.14,Debit,Portland,ATM,68,179,1,2525.47,Retired
31.06,Debit,Kansas City,ATM,46,61,1,11014.25,Doctor
7.61,Debit,Atlanta,ATM,50,163,1,6275,Doctor
276.16,Credit,Portland,ATM,53,71,1,1733.34,Retired
145.77,Debit,Memphis,ATM,68,237,1,5294.98,Retired
369.44,Debit,Detroit,Online,34,19,1,5018.67,Engineer
558.86,Debit,Austin,ATM,60,95,1,9844.32,Doctor
429.15,Debit,Las Vegas,Branch,26,218,1,712.13,Student
36.74,Debit,Tucson,Branch,33,133,1,6217.58,Doctor
79.14,Credit,Portland,Online,57,22,1,2229.56,Retired
132.48,Debit,Charlotte,Branch,36,101,1,9313.05,Engineer
136.48,Debit,Charlotte,Online,52,138,4,4618.53,Engineer
203.76,Debit,Colorado Springs,Branch,55,37,1,6747.16,Retired
750.95,Debit,Chicago,Branch,78,27,1,5134.37,Retired
0.84,Debit,Austin,ATM,52,31,1,2207.54,Engineer
257.18,Debit,Los Angeles,Online,67,28,1,13336.15,Doctor
767.66,Debit,San Jose,ATM,63,155,1,1801.69,Doctor
182.29,Debit,San Diego,Online,54,123,1,522.39,Doctor
184.51,Credit,Portland,Online,54,118,1,9381.64,Doctor
451.31,Debit,Fort Worth,ATM,62,166,5,2963.29,Retired
144.1,Debit,Chicago,Branch,57,30,1,11523.64,Doctor
72.5,Debit,Fort Worth,ATM,40,30,1,12723.62,Doctor
74.11,Credit,Virginia Beach,Online,69,71,4,3920.11,Retired
22.15,Debit,Denver,Branch,44,73,1,7451.83,Doctor
777.92,Debit,Austin,Branch,62,97,1,7061.58,Doctor
790.07,Debit,Miami,Online,28,197,1,985.77,Student
406.33,Credit,Miami,Branch,59,103,1,4298.34,Engineer
767.41,Debit,Fort Worth,ATM,56,27,1,12799.34,Doctor
4.58,Credit,Atlanta,Online,21,135,1,811.24,Student
447.83,Credit,Atlanta,Branch,53,88,1,13273.08,Doctor
49.67,Debit,Atlanta,Online,21,146,1,842.94,Student
77.83,Credit,Kansas City,Branch,49,146,1,2471.53,Engineer
702.87,Debit,Washington,ATM,19,184,1,1237.5,Student
133.56,Debit,Atlanta,Online,25,177,1,783.83,Student
868.05,Credit,San Diego,Online,49,119,1,3931.03,Engineer
52.87,Debit,Indianapolis,Branch,24,70,1,960.96,Student
179,Debit,Houston,ATM,78,121,1,7310.88,Retired
1168.26,Credit,Philadelphia,Online,73,37,1,1385.74,Retired
384.11,Debit,Fort Worth,ATM,58,12,1,7902.52,Retired
227.61,Debit,Houston,Online,71,61,1,4405.28,Retired
40.83,Debit,Indianapolis,ATM,48,24,1,3944.12,Engineer
19.76,Debit,Nashville,ATM,20,240,1,1523.04,Student
484.24,Debit,Raleigh,Branch,67,77,1,8042.3,Doctor
494.66,Debit,Houston,Online,33,110,1,5531.93,Doctor
301.47,Debit,Colorado Springs,Branch,21,291,1,560.73,Student
199.09,Debit,Detroit,Online,70,89,1,1658.52,Doctor
38.95,Debit,Los Angeles,Online,27,50,1,731.52,Engineer
515.94,Debit,San Francisco,ATM,29,37,1,1389.89,Engineer
41.93,Debit,Fresno,ATM,48,136,1,5081.26,Engineer
137.84,Debit,Omaha,ATM,27,83,1,1000.35,Student
95.35,Debit,Chicago,Online,21,131,1,1639.9,Student
93.14,Debit,Memphis,Online,67,151,1,5473.82,Retired
1427.71,Debit,New York,Branch,64,159,1,1729.26,Doctor
79.33,Credit,Las Vegas,Online,51,109,1,14798.1,Doctor
76.89,Debit,Chicago,ATM,55,132,1,7374.26,Doctor
233.71,Debit,Jacksonville,Online,19,297,1,1231.98,Student
14.92,Debit,Las Vegas,Branch,26,120,1,6611.26,Engineer
242.17,Debit,Jacksonville,ATM,60,147,1,883.72,Doctor
122.98,Debit,Jacksonville,Online,79,228,1,5055.99,Retired
129.35,Debit,Las Vegas,ATM,52,130,1,7166.88,Engineer
138.33,Debit,Dallas,Online,21,69,1,232.56,Student
39.31,Debit,Portland,Online,25,178,1,1236.38,Student
91.85,Debit,Seattle,Online,21,148,1,802.09,Student
277.7,Debit,Nashville,Branch,58,107,1,1423.2,Engineer
114.03,Debit,Portland,ATM,51,172,1,13388.56,Doctor
302.63,Credit,San Jose,Branch,27,10,1,2801.28,Engineer
31.19,Debit,Charlotte,ATM,52,74,1,5545.96,Engineer
112.91,Credit,Tucson,Online,27,135,1,4764.48,Engineer
742.26,Debit,San Diego,Online,27,36,1,7868.19,Engineer
256.8,Debit,Charlotte,ATM,26,80,1,1128.38,Student
378.68,Debit,Fort Worth,ATM,60,239,1,7627.04,Doctor
571.93,Debit,Washington,Online,52,119,1,4026.03,Retired
26.31,Credit,Austin,Online,77,163,1,7095.76,Retired
205.58,Debit,Portland,Online,20,159,1,1501.95,Student
533.61,Debit,Mesa,Online,48,115,1,3656.93,Engineer
428.62,Debit,Raleigh,Branch,55,72,1,3473.24,Retired
361.22,Debit,Raleigh,ATM,64,167,1,7061.73,Retired
837.29,Debit,Phoenix,Branch,25,216,1,6012.67,Student
117.25,Credit,Atlanta,Online,31,73,1,13694.68,Doctor
135.27,Debit,Atlanta,ATM,48,131,1,9410.51,Doctor
185.1,Debit,Albuquerque,Branch,53,23,1,6115.63,Retired
113.54,Debit,Columbus,Online,38,273,1,5581.21,Engineer
354.96,Debit,Fort Worth,Online,69,96,1,6712.94,Doctor
224.22,Debit,Fresno,Branch,53,37,1,8400.87,Doctor
737.1,Debit,Washington,ATM,60,92,1,4644.19,Retired
223.22,Debit,Fort Worth,ATM,27,96,1,1734.22,Student
557.26,Debit,San Jose,ATM,69,53,1,5237.12,Doctor
1496.57,Debit,Memphis,Online,33,95,1,969.06,Engineer
27.44,Debit,Boston,ATM,62,164,1,5950.48,Retired
310.09,Debit,Detroit,Branch,36,166,1,9962.5,Doctor
80.38,Debit,Kansas City,Online,52,116,1,9662.88,Doctor
26.1,Credit,Detroit,Branch,66,115,1,5243,Doctor
845.14,Credit,Oklahoma City,Branch,73,183,1,1702.65,Retired
59.73,Debit,Fresno,ATM,27,56,1,800.93,Student
758.77,Debit,San Antonio,ATM,60,114,1,7231.47,Engineer
301.51,Debit,Charlotte,ATM,22,284,1,1052.31,Student
418.03,Debit,Austin,Online,58,161,1,10721.29,Doctor
118.06,Credit,Las Vegas,Branch,32,31,1,13560.63,Doctor
483.92,Debit,New York,ATM,70,115,1,3138,Retired
78.93,Debit,Mesa,ATM,38,145,1,9916.24,Doctor
36.63,Debit,Miami,ATM,75,261,1,7941.73,Retired
87.85,Debit,Colorado Springs,Branch,49,63,1,3753.24,Engineer
1001.83,Debit,Philadelphia,Online,31,55,1,9733.83,Doctor
705.34,Debit,Washington,Online,59,124,1,5003.22,Doctor
146.55,Debit,Virginia Beach,Online,54,124,5,4087.44,Retired
116.89,Debit,Columbus,Online,71,226,1,4880.31,Retired
106.41,Debit,Los Angeles,Branch,57,87,1,1310.38,Retired
1087.9,Debit,Boston,ATM,78,103,1,2513.51,Retired
584.41,Debit,Las Vegas,ATM,23,41,1,4475.22,Student
584.98,Credit,Chicago,Branch,55,121,1,6521.05,Retired
79.21,Debit,Colorado Springs,Branch,56,140,1,1615.04,Retired
173.13,Credit,Atlanta,Online,20,288,1,1490.34,Student
335.7,Debit,El Paso,ATM,80,57,1,6601.44,Retired
1225.5,Credit,Las Vegas,Online,50,109,1,8611.17,Doctor
422.81,Debit,Los Angeles,Branch,28,193,1,1929.28,Student
135.43,Debit,San Jose,ATM,57,92,1,5315.83,Retired
584.88,Debit,Philadelphia,ATM,26,121,1,548.45,Student
308.94,Debit,Los Angeles,Online,25,167,1,1931.66,Student
295.93,Debit,Boston,Branch,36,117,1,1050.63,Doctor
1512.99,Debit,Philadelphia,Online,19,50,1,9963.39,Student
77.44,Debit,Washington,Branch,58,268,1,1950.63,Retired
92.5,Credit,Seattle,Online,40,70,1,6295.45,Engineer
97.74,Credit,Los Angeles,Online,41,137,1,4113.63,Engineer
291.68,Debit,Columbus,ATM,21,90,1,1451.02,Student
56.96,Debit,Albuquerque,ATM,22,135,1,1597.85,Student
436.8,Debit,Seattle,Online,27,92,1,1256.33,Student
259.49,Debit,Austin,Online,72,292,1,7320.61,Retired
726.26,Debit,Omaha,Online,57,147,1,2150.38,Retired
568.68,Debit,Houston,ATM,72,101,1,2940.04,Retired
77.57,Debit,Atlanta,Online,49,225,1,12801.93,Doctor
999.28,Debit,Boston,Online,29,40,1,4272.41,Engineer
14.16,Credit,Oklahoma City,Branch,74,290,1,5399.76,Retired
1142.83,Credit,Omaha,Branch,61,48,1,2467.39,Retired
61.33,Debit,Raleigh,ATM,27,129,1,7537.4,Engineer
27.64,Debit,New York,Online,54,23,1,7498.51,Engineer
3.85,Debit,San Jose,ATM,29,32,1,10506.41,Doctor
431.22,Credit,Austin,Branch,73,129,1,6505.98,Retired
178.55,Debit,Houston,Branch,55,67,1,7568.4,Engineer
248.76,Debit,Denver,ATM,18,56,1,546.46,Student
76.16,Debit,San Francisco,ATM,23,99,1,1072.25,Student
347.25,Debit,Indianapolis,ATM,69,250,1,7273.55,Doctor
28.04,Debit,Los Angeles,ATM,57,146,5,11197.54,Doctor
325.98,Debit,Washington,ATM,19,277,1,782.35,Student
249.56,Debit,New York,Branch,76,246,1,4444.95,Retired
17.43,Debit,Albuquerque,ATM,56,33,1,10658.88,Doctor
198.01,Credit,Austin,Branch,26,40,1,250.93,Student
585.58,Debit,Raleigh,Branch,23,55,1,1729.02,Student
434.67,Credit,Virginia Beach,Online,27,124,1,1298.13,Student
510.7,Credit,Nashville,Online,27,294,1,5828.48,Student
331.98,Debit,Denver,ATM,74,12,1,7600.99,Retired
199.54,Debit,Portland,Online,56,268,1,9603.73,Engineer
212.97,Debit,Atlanta,Online,59,178,1,4180.4,Engineer
270.56,Debit,Philadelphia,Online,23,139,1,1268.44,Student
306.37,Debit,Colorado Springs,ATM,26,120,1,9609.67,Engineer
643.02,Credit,Detroit,ATM,38,85,1,11989.39,Doctor
98.48,Debit,Miami,Branch,47,12,1,9538.92,Engineer
889.01,Debit,Virginia Beach,Online,36,169,1,4826.88,Engineer
537.86,Debit,Kansas City,Online,27,134,1,293.06,Student
241.18,Debit,Mesa,ATM,25,162,1,1445.53,Student
130.54,Debit,Atlanta,ATM,64,94,1,11204.62,Doctor
800.29,Credit,San Diego,Branch,20,84,1,693.4,Student
8.81,Debit,Dallas,Online,57,165,1,13523.65,Doctor
28.52,Debit,Detroit,ATM,20,163,1,662.51,Student
431.31,Credit,Atlanta,Online,23,99,1,342.73,Student
885.33,Credit,Raleigh,ATM,47,59,1,7764.16,Engineer
199.23,Debit,Tucson,ATM,29,54,1,9834,Engineer
42.26,Debit,Raleigh,ATM,44,171,1,268.77,Doctor
166.06,Debit,Indianapolis,ATM,30,172,1,5397.68,Engineer
357.72,Debit,Miami,ATM,53,25,1,7659.5,Retired
588.37,Debit,Dallas,Online,28,284,1,1926.08,Student
72.82,Debit,Houston,Online,68,127,1,6911.62,Doctor
162.36,Debit,Tucson,Online,36,147,1,7527.04,Engineer
584.82,Credit,Nashville,Online,43,109,1,12071.1,Doctor
38.15,Credit,Oklahoma City,Online,72,129,1,1425.47,Retired
477.54,Credit,San Francisco,ATM,23,52,1,1598.63,Student
639.57,Debit,Philadelphia,Branch,60,43,1,11726.47,Doctor
58.23,Debit,Phoenix,Online,28,34,1,9189.76,Student
776.21,Credit,Raleigh,Online,78,99,1,4895.87,Retired
248.76,Debit,Portland,Branch,21,117,1,6178.77,Student
188.61,Debit,Boston,Online,67,26,1,7167.57,Retired
675.37,Credit,Jacksonville,Online,56,31,1,4704.91,Retired
94.82,Credit,Columbus,Branch,67,56,1,1267.72,Retired
425.18,Credit,Fresno,Online,59,135,1,5790.55,Engineer
50.28,Debit,Oklahoma City,Branch,60,65,1,5729.1,Engineer
864.72,Credit,Detroit,Branch,34,58,1,7379.38,Engineer
70.68,Debit,El Paso,Online,25,105,1,1478.41,Student
261.77,Debit,Chicago,Online,28,46,1,824.71,Student
183.22,Debit,Milwaukee,ATM,27,63,1,1024.42,Student
58.32,Credit,Louisville,Branch,29,275,4,6027.49,Engineer
156.86,Debit,Charlotte,ATM,51,102,1,14453.35,Doctor
120.67,Debit,Colorado Springs,ATM,42,233,1,5374.54,Doctor
308.62,Credit,Sacramento,Branch,59,101,1,9148.08,Engineer
506.81,Debit,Milwaukee,ATM,59,41,1,2757.23,Engineer
328.39,Debit,New York,ATM,41,108,1,2523.83,Engineer
796.3,Debit,Austin,Branch,67,64,1,1498.79,Retired
72.47,Debit,Boston,Online,29,72,1,1305.56,Doctor
279.6,Debit,Fort Worth,ATM,25,131,1,1910.9,Student
304.2,Debit,Indianapolis,Online,25,102,1,423.64,Student
351.38,Debit,New York,Branch,64,21,1,7606.63,Retired
86.07,Debit,Dallas,Branch,31,23,1,842.56,Doctor
604.5,Debit,Portland,ATM,28,80,1,709.42,Student
258.7,Debit,Charlotte,ATM,27,123,1,1358.37,Student
994.63,Debit,Austin,Online,61,158,1,13538.14,Doctor
11.46,Credit,Austin,Branch,75,64,1,7258.33,Retired
63.76,Debit,San Antonio,ATM,69,100,1,4980.26,Retired
446.83,Credit,Miami,Branch,55,143,1,1623.5,Retired
63.54,Debit,Dallas,ATM,26,136,1,4401.78,Engineer
81.11,Debit,Charlotte,Online,48,110,1,2051.37,Engineer
441.26,Credit,Tucson,Branch,58,87,5,13704.92,Doctor
170.96,Debit,Washington,Branch,64,69,1,13374.89,Doctor
48.51,Debit,Austin,Branch,22,69,1,3363.23,Student
325.03,Debit,Jacksonville,Branch,60,106,1,13521.76,Doctor
125.83,Debit,Los Angeles,ATM,57,138,1,6109.86,Retired
506.83,Debit,Indianapolis,Branch,37,45,1,9975.79,Engineer
738.94,Debit,Philadelphia,Branch,41,173,1,13856.18,Doctor
180.36,Credit,Oklahoma City,Online,33,55,1,9905.23,Engineer
225.1,Debit,Boston,ATM,28,35,1,1547.71,Student
359.51,Debit,Charlotte,Online,79,157,1,7153.72,Retired
720.46,Debit,Tucson,Branch,54,44,1,3101.54,Retired
1116.57,Debit,Tucson,ATM,56,104,1,1393.14,Retired
291.46,Debit,Miami,ATM,57,135,1,7142.53,Retired
1192.95,Debit,Las Vegas,Branch,23,73,1,325.15,Student
98.24,Debit,Mesa,Online,28,148,1,580.66,Student
100.48,Credit,Milwaukee,Branch,18,104,1,6149.81,Student
45.9,Debit,Columbus,Branch,56,264,1,5698.25,Engineer
258.21,Debit,San Antonio,Online,39,225,1,9562.41,Doctor
1079.11,Debit,Las Vegas,Online,53,211,1,2038.31,Engineer
287.51,Debit,El Paso,Online,22,255,1,187.65,Student
501.3,Credit,San Antonio,Online,26,146,1,8520.08,Engineer
26.1,Debit,Mesa,ATM,27,32,1,1435.72,Student
436.77,Debit,Jacksonville,ATM,20,176,1,825.69,Student
292.38,Debit,Baltimore,ATM,68,224,1,5803.89,Doctor
1026.46,Debit,Philadelphia,Branch,53,165,1,3134.47,Retired
25.29,Debit,Miami,Online,50,125,1,5374.69,Engineer
123.35,Credit,Baltimore,Online,31,10,1,6852.16,Doctor
139.52,Debit,Portland,Branch,23,31,1,1570.22,Student
51.2,Debit,Tucson,Online,18,83,1,730.6,Student
122.85,Credit,Seattle,Online,47,127,3,13185.39,Doctor
161.38,Credit,Colorado Springs,Online,24,101,1,3900.34,Student
2.51,Debit,Baltimore,Online,63,32,1,4891.56,Retired
22.62,Debit,Virginia Beach,ATM,64,102,1,7682,Doctor
126.83,Debit,Austin,Branch,57,39,1,6100.98,Retired
46.6,Debit,Detroit,Online,55,68,1,1562.9,Doctor
243.8,Debit,San Francisco,Branch,57,48,1,13732.81,Doctor
231.51,Credit,Oklahoma City,Branch,60,96,1,5790.7,Retired
175.05,Debit,San Francisco,Online,39,34,1,1447.35,Engineer
762.74,Debit,Los Angeles,ATM,64,244,1,207.1,Doctor
34.03,Debit,Los Angeles,Branch,57,38,1,3077.2,Engineer
15.95,Debit,Raleigh,Branch,25,52,1,1983,Student
926.53,Debit,Milwaukee,ATM,57,107,1,3120.1,Engineer
101.51,Credit,Tucson,Online,46,199,1,3052.47,Engineer
309.42,Debit,Fresno,Branch,27,42,1,8564.46,Engineer
257.6,Credit,Fort Worth,Online,59,293,1,7950.74,Retired
746.78,Credit,Mesa,Branch,21,64,1,1699.81,Student
82.01,Credit,Sacramento,Branch,23,156,1,287.46,Student
476.99,Debit,San Diego,Online,23,187,1,1154.48,Student
320.11,Debit,El Paso,Branch,23,130,1,4076.48,Student
333.39,Debit,Philadelphia,ATM,68,35,1,10628.59,Doctor
10.3,Debit,Fresno,ATM,47,197,1,7801.32,Engineer
737.46,Credit,Albuquerque,Branch,53,75,4,634.16,Doctor
416.55,Debit,Oklahoma City,Online,33,73,1,922.96,Engineer
84.91,Debit,Raleigh,Online,18,68,1,1671.86,Student
98.95,Debit,Mesa,Branch,75,73,1,5670.82,Retired
18.14,Credit,Milwaukee,ATM,58,48,1,6020.85,Retired
1154.79,Debit,Columbus,ATM,51,108,1,6180.3,Doctor
215.13,Debit,Charlotte,Online,46,114,1,3956.69,Engineer
218.57,Credit,Memphis,Branch,62,102,1,13869.86,Doctor
341.88,Debit,Austin,ATM,43,89,1,4159.52,Engineer
691.92,Debit,Boston,Online,19,61,1,1084.65,Student
50.43,Debit,San Jose,Branch,32,51,1,9794.26,Doctor
440.43,Debit,Colorado Springs,Branch,78,23,1,5123.24,Retired
299.03,Debit,Columbus,Branch,39,52,1,1381.28,Engineer
1.98,Debit,Seattle,ATM,66,170,1,11619.1,Doctor
173.45,Debit,Philadelphia,ATM,31,161,1,9077.62,Engineer
438.76,Debit,San Antonio,Branch,22,73,1,1824.19,Student
519.62,Credit,Washington,Online,71,40,1,4159.33,Retired
738.68,Debit,Chicago,Online,50,124,1,14352.33,Doctor
151.14,Debit,Memphis,Online,64,38,1,2156.54,Retired
75.77,Debit,Charlotte,Branch,51,148,1,8361.7,Engineer
444.52,Debit,Louisville,Online,27,17,1,5424.6,Engineer
5.29,Debit,Indianapolis,Online,52,276,1,11263.89,Doctor
97.63,Credit,Milwaukee,Online,48,127,1,12467.31,Doctor
256.95,Debit,San Diego,Branch,26,71,1,2531.24,Engineer
734.86,Credit,Boston,Branch,48,290,1,6242.03,Engineer
